customer_id,customer_name,email,registration_date,customer_type
CUST_0129,Charles Montoya,carriejones@example.com,2025-02-05,REGULAR
CUST_0130,Dakota Lewis,omartinez@example.com,2024-10-30,PREMIUM
CUST_0131,Crystal Barton,nwelch@example.com,2024-12-26,PREMIUM
CUST_0132,Robert Jackson,medinajonathan@example.org,2025-08-06,VIP
CUST_0133,Lauren Stanley,lisa55@example.com,2025-04-21,PREMIUM
CUST_0134,Jesse Long,gsimmons@example.com,2026-04-15,VIP
CUST_0135,Jennifer Harmon,tiffanyschmidt@example.org,2025-05-02,PREMIUM
CUST_0136,Jordan Torres,scobb@example.net,2025-05-05,VIP
CUST_0137,Isaiah Simmons,vanderson@example.com,2025-09-10,REGULAR
CUST_0138,Harry Acevedo,gmorgan@example.org,2025-05-02,VIP
CUST_0139,Frank Young,sharonlee@example.org,2025-08-15,VIP
CUST_0140,Louis Medina,davisashley@example.net,2025-12-01,REGULAR
CUST_0141,Michael Peters,jill04@example.org,2025-07-23,VIP
CUST_0142,Lee Lewis,foconnell@example.com,2025-12-01,VIP
CUST_0143,John Lowe,miguelwright@example.com,2025-10-30,PREMIUM
CUST_0144,Laura Mercer,qevans@example.com,2026-04-22,VIP
CUST_0145,Russell Joyce,barbarahart@example.net,2026-01-29,PREMIUM
CUST_0146,Christopher Shaffer,alvaradokathleen@example.org,2024-10-22,REGULAR
CUST_0147,Beth Kelley,susanbrooks@example.net,2025-07-08,PREMIUM
CUST_0148,Deborah Stewart,tara62@example.org,2024-08-14,PREMIUM
CUST_0149,Phillip Lamb,uclark@example.net,2025-06-01,REGULAR
CUST_0150,Cheryl Peck,brianna84@example.org,2026-03-14,PREMIUM
CUST_0151,Devin Willis,moranmarie@example.com,2025-01-03,REGULAR
CUST_0152,Krista Ross,ashleyjohnson@example.net,2025-05-24,VIP
CUST_0153,Julie Morton,georgeblair@example.org,2026-01-04,VIP
CUST_0154,David Smith,bmurphy@example.org,2024-10-28,PREMIUM
CUST_0155,Kim Morales,maciaserica@example.com,2024-09-25,VIP
CUST_0156,Daniel Robinson,paula46@example.org,2024-08-30,REGULAR
CUST_0157,Rebecca Russell,williamjones@example.com,2025-05-19,VIP
CUST_0158,Erica Brown,kennethbennett@example.org,2025-03-26,REGULAR
CUST_0159,Kellie Hart,brownkatherine@example.com,2026-02-22,VIP
CUST_0160,Evan Duncan,daniellehenderson@example.com,2025-07-01,PREMIUM
CUST_0161,Joy Williams,kenneth64@example.com,2024-12-10,VIP
CUST_0162,Isaiah Dunlap,penadan@example.org,2024-07-16,VIP
CUST_0163,April Murray,dwilliams@example.com,2026-04-19,VIP
CUST_0164,John Roberts,michael64@example.com,2026-05-13,REGULAR
CUST_0165,John Blair,james04@example.com,2025-09-05,REGULAR
CUST_0166,Jennifer Wu,miranda01@example.org,2026-04-23,PREMIUM
CUST_0167,Lori Richardson,monroejames@example.net,2025-01-07,REGULAR
CUST_0168,William Smith,sarah22@example.com,2026-06-30,VIP
CUST_0169,Oscar Wyatt,belllori@example.com,2025-12-24,VIP
CUST_0170,Dr. Linda Rodriguez,fmedina@example.net,2025-02-08,REGULAR
CUST_0171,Kathleen Hunter,jacquelinelutz@example.org,2026-03-21,VIP
CUST_0172,Elizabeth Orr,jimenezrichard@example.net,2026-05-29,PREMIUM
CUST_0173,John Johnson,zparker@example.org,2026-07-03,PREMIUM
CUST_0174,Shawn Clark,meghan27@example.com,2024-08-02,REGULAR
CUST_0175,Wendy Walker,johnsonbonnie@example.net,2026-06-30,REGULAR
CUST_0176,Kendra Oliver,tfrank@example.org,2024-10-04,PREMIUM
CUST_0177,James Campbell,tanya47@example.com,2025-03-22,PREMIUM
CUST_0178,Kristen Turner,qperry@example.net,2024-10-19,REGULAR
CUST_0179,James Cooke,walkerlindsey@example.com,2025-05-23,REGULAR
CUST_0180,Tyler Robinson,rodneymccann@example.net,2024-07-16,REGULAR
CUST_0181,Eileen George,amanda92@example.net,2025-08-01,VIP
CUST_0182,Natalie Schmitt,greeneamanda@example.net,2024-09-10,REGULAR
CUST_0183,Brent Smith,fjames@example.com,2024-07-16,REGULAR
CUST_0184,James Hernandez,michael52@example.net,2024-11-16,VIP
CUST_0185,Laura Kirk,janderson@example.net,2025-11-17,PREMIUM
CUST_0186,Charles Browning,vsmith@example.net,2024-10-06,REGULAR
CUST_0187,Joel Morales,finleylisa@example.org,2025-08-06,VIP
CUST_0188,Meredith Davidson,keith75@example.com,2025-07-26,REGULAR
CUST_0189,Virginia Brown MD,matthewlewis@example.net,2026-02-06,REGULAR
CUST_0190,Lydia Branch,clarencedavis@example.com,2025-12-14,VIP
CUST_0191,Mitchell York,jessicaphillips@example.net,2024-11-19,PREMIUM
CUST_0192,Jennifer Rice,jasonjohnson@example.net,2024-08-14,VIP
CUST_0193,James Higgins,youngmelissa@example.com,2025-07-08,REGULAR
CUST_0194,Joseph Hamilton,christy54@example.com,2026-04-01,PREMIUM
CUST_0195,Michael Farmer,steven04@example.com,2025-02-15,VIP
CUST_0196,Nancy Allen,mgrant@example.org,2024-11-11,VIP
CUST_0197,Micheal Brown,ashley23@example.org,2025-02-26,PREMIUM
CUST_0198,Kirk Thompson,jwebb@example.net,2024-08-24,REGULAR
CUST_0199,Dr. James Johnson,oscarpalmer@example.net,2024-07-30,VIP
CUST_0200,Joseph Davis,jcarrillo@example.org,2026-02-17,VIP
CUST_0201,Sandra Andrews,rileyjamie@example.com,2024-07-14,VIP
CUST_0202,Ann Mcpherson,richard00@example.com,2024-09-06,REGULAR
CUST_0203,Mathew French,kiddmichael@example.net,2025-08-14,VIP
CUST_0204,Michael Wagner,jessicacampbell@example.org,2026-01-02,PREMIUM
CUST_0205,William Harper,shahtimothy@example.org,2026-01-09,PREMIUM
CUST_0206,Amanda Thompson,joseph91@example.net,2024-11-10,VIP
CUST_0207,Debra Brown,colleengomez@example.com,2025-04-23,VIP
CUST_0208,Thomas Estes,vfowler@example.net,2025-11-17,PREMIUM
CUST_0209,Justin Campbell,suzannebryant@example.com,2025-05-24,PREMIUM
CUST_0210,Anthony West,foxjuan@example.com,2026-02-09,VIP
CUST_0211,Leah Wilson,fcastro@example.net,2024-10-06,PREMIUM
CUST_0212,Megan Martinez,ltate@example.com,2025-03-05,REGULAR
CUST_0213,Dana Jensen,stevensbrian@example.com,2025-11-22,REGULAR
CUST_0214,Madeline Mccullough,carrie50@example.com,2026-07-04,REGULAR
CUST_0215,Nicholas Harris,christinewilliams@example.net,2025-10-28,REGULAR
CUST_0216,James Ray,nguyenkristen@example.net,2026-05-29,PREMIUM
CUST_0217,Julie Rodriguez,eric78@example.com,2026-06-18,REGULAR
CUST_0218,Steve Watson,cory83@example.org,2026-04-21,VIP
CUST_0219,Danielle Miller,ejenkins@example.com,2025-04-08,VIP
CUST_0220,Carolyn Obrien,amandadixon@example.com,2025-02-01,REGULAR
CUST_0221,Carol Harper,michael41@example.com,2025-06-19,VIP
CUST_0222,Brian Moreno,nsandoval@example.com,2024-10-16,REGULAR
CUST_0223,Shawn Pittman,smoran@example.net,2026-01-14,REGULAR
CUST_0224,Jack Ramirez,kristenbenton@example.net,2025-03-13,REGULAR
CUST_0225,Carol Nelson,vasquezryan@example.org,2025-11-18,VIP
CUST_0226,Jessica Williams,barbara79@example.org,2026-05-27,VIP
CUST_0227,Robert Brandt,whitevanessa@example.org,2025-09-04,REGULAR
CUST_0228,James Nelson,nyoung@example.net,2025-12-13,REGULAR
CUST_0229,Joshua Gibson,mariemiller@example.org,2025-04-29,REGULAR
CUST_0230,Hannah Johnson,richardhaley@example.com,2024-11-12,REGULAR
CUST_0231,Nancy Howell,brianramirez@example.net,2025-05-15,PREMIUM
CUST_0232,Corey Lane,jhenry@example.org,2026-05-01,REGULAR
CUST_0233,James Shaw,michaelbrooke@example.com,2025-08-25,VIP
CUST_0234,Samantha Copeland MD,phillipsrose@example.org,2024-11-26,REGULAR
CUST_0235,Pamela Gomez,phyllisgeorge@example.org,2024-12-06,PREMIUM
CUST_0236,Alan Rose,stephaniehatfield@example.org,2025-12-17,VIP
CUST_0237,Steven Mueller,riggsdarlene@example.org,2025-09-24,PREMIUM
CUST_0238,Heather Gallegos,nicolemiller@example.com,2026-01-04,REGULAR
CUST_0239,Elizabeth Blanchard,romerodonna@example.org,2024-08-31,VIP
CUST_0240,Nicholas Pratt,pmoore@example.net,2024-10-04,REGULAR
CUST_0241,Kevin Cohen,hinesholly@example.net,2025-04-03,VIP
CUST_0242,John Greene,tanya73@example.com,2026-02-26,VIP
CUST_0243,Donna Deleon,vasquezcindy@example.org,2026-06-03,VIP
CUST_0244,Crystal Moody,marymolina@example.com,2024-10-08,PREMIUM
CUST_0245,Amanda Shaw,zcollins@example.org,2025-06-21,REGULAR
CUST_0246,Garrett Hensley,hgill@example.org,2025-10-24,PREMIUM
CUST_0247,Keith Scott,swalker@example.com,2025-09-30,PREMIUM
CUST_0248,Lindsey Hunter,ctaylor@example.org,2026-05-06,REGULAR
CUST_0249,Gerald Leblanc,williamlopez@example.org,2025-03-02,REGULAR
CUST_0250,Erik Leon,andrew39@example.org,2026-05-14,REGULAR
CUST_0251,Damon Castro,jacobgarcia@example.net,2025-11-26,VIP
CUST_0252,Adam Harmon,lawrencejoe@example.net,2025-10-13,PREMIUM
CUST_0253,Richard Moon,usmith@example.org,2026-06-20,PREMIUM
CUST_0254,Marie Lee,richardheath@example.com,2026-01-16,PREMIUM
CUST_0255,Destiny Friedman,jessicaallen@example.net,2025-06-17,PREMIUM
CUST_0256,Julie Newman,rachelstevens@example.com,2025-06-01,PREMIUM
CUST_0257,Sarah Bennett,perrylisa@example.com,2025-06-05,VIP
CUST_0258,Jason Patton,julielane@example.com,2025-04-21,REGULAR
CUST_0259,Paula Ford,jennifer07@example.org,2026-02-19,VIP
CUST_0260,Malik Williams,jessica37@example.net,2026-05-18,VIP
CUST_0261,Natasha Clark,tylerjeffrey@example.net,2026-03-18,VIP
CUST_0262,Glen Young,hannah57@example.org,2024-07-19,REGULAR
CUST_0263,Diana Clay,jennifer56@example.org,2026-01-13,REGULAR
CUST_0264,Timothy Brown,mmills@example.net,2026-03-21,PREMIUM
CUST_0265,Angela Mckay,wmckenzie@example.net,2025-09-28,VIP
CUST_0266,Jorge Bradshaw,yodom@example.com,2025-10-08,PREMIUM
CUST_0267,Brett Tran,gillespiegary@example.com,2025-05-30,REGULAR
CUST_0268,Robert Rodriguez,reedheather@example.com,2026-02-23,REGULAR
CUST_0269,Jacqueline Mendoza,lortega@example.net,2025-09-10,REGULAR
CUST_0270,Matthew Smith,xhahn@example.org,2025-05-12,REGULAR
CUST_0271,Jonathan Becker Jr.,tbuchanan@example.com,2025-03-18,VIP
CUST_0272,Adam Campbell,wayne39@example.net,2025-07-12,PREMIUM
CUST_0273,Laurie Rivera,brandon63@example.net,2024-11-22,REGULAR
CUST_0274,Jacqueline Owens,ajenkins@example.com,2025-04-11,PREMIUM
CUST_0275,Jacob Waters,lozanomary@example.com,2025-05-03,REGULAR
CUST_0276,Daniel Wise,omitchell@example.com,2024-07-23,PREMIUM
CUST_0277,David Holt,qlee@example.com,2026-05-05,PREMIUM
CUST_0278,Christy Smith,wendy71@example.net,2026-05-03,REGULAR
CUST_0279,Hector Martin,csherman@example.net,2025-01-25,REGULAR
CUST_0280,Todd Ingram,lschultz@example.com,2024-11-21,PREMIUM
CUST_0281,Rachel Jenkins,rhodesamy@example.com,2024-07-18,VIP
CUST_0282,James Pruitt,dereksullivan@example.net,2026-02-15,REGULAR
CUST_0283,Kevin Phillips,zbeltran@example.com,2026-05-08,REGULAR
CUST_0284,Pamela Green,hamiltonvicki@example.org,2025-11-27,VIP
CUST_0285,Gregory Paul,davidfrank@example.net,2025-03-13,VIP
CUST_0286,Alejandra Jones,johnathanmccormick@example.com,2026-04-23,REGULAR
CUST_0287,Julie Brown,gomeztracy@example.net,2026-04-13,REGULAR
CUST_0288,Adam Russell,regina94@example.org,2026-06-01,REGULAR
CUST_0289,Eric Fox,yodernancy@example.net,2026-06-24,REGULAR
CUST_0290,Bobby Franco,william31@example.org,2025-08-03,PREMIUM
CUST_0291,Nichole Sandoval,coxandrew@example.com,2025-05-05,PREMIUM
CUST_0292,Jenna Frank,johncoffey@example.net,2025-02-26,PREMIUM
CUST_0293,Tiffany Lopez,katie46@example.com,2024-09-30,REGULAR
CUST_0294,Sherry Smith,kaitlin53@example.com,2026-05-31,PREMIUM
CUST_0295,Nathan Cline,edwardfigueroa@example.org,2025-09-15,REGULAR
CUST_0296,Kevin Mills,nlopez@example.org,2024-12-26,REGULAR
CUST_0297,Daniel Martinez,andrewhill@example.com,2026-02-17,PREMIUM
CUST_0298,Vanessa Gray,dcole@example.com,2025-06-07,REGULAR
CUST_0299,Shirley Davis,nholloway@example.com,2025-05-10,PREMIUM
CUST_0300,Jonathan Campbell,christophercook@example.net,2025-02-16,PREMIUM
CUST_0301,David Smith,amyreyes@example.net,2026-02-21,PREMIUM
CUST_0302,Savannah Warren,cmcdonald@example.com,2025-11-03,PREMIUM
CUST_0303,James Smith,millerdaniel@example.com,2024-12-06,PREMIUM
CUST_0304,Mary Pratt,elizabethtodd@example.com,2025-07-05,VIP
CUST_0305,William Foster,susanward@example.com,2024-08-06,VIP
CUST_0306,Michael Frank,matthewjackson@example.net,2024-07-07,VIP
CUST_0307,Lawrence Mitchell,juliapittman@example.org,2025-06-04,VIP
CUST_0308,Wesley Montgomery,krausegary@example.com,2025-05-12,VIP
CUST_0309,James Dudley,masseycharles@example.org,2025-09-15,PREMIUM
CUST_0310,Charles Clark,james81@example.org,2025-02-28,REGULAR
CUST_0311,Alexandra Sparks,christina76@example.org,2026-06-11,REGULAR
CUST_0312,Crystal Adams,mary14@example.net,2026-02-26,PREMIUM
CUST_0313,Jennifer Cervantes,jamie99@example.org,2026-03-12,REGULAR
CUST_0314,Jamie Hancock,joshuasosa@example.net,2024-09-04,REGULAR
CUST_0315,Kathleen Clements,devin95@example.org,2024-11-13,VIP
CUST_0316,James Zuniga,pamelamullen@example.org,2025-03-13,VIP
CUST_0317,Anne Coleman MD,carrollcarol@example.net,2024-09-15,VIP
CUST_0318,Briana Edwards,edwardgarcia@example.com,2026-01-29,REGULAR
CUST_0319,Austin Kelly,bradycassie@example.net,2026-04-03,VIP
CUST_0320,James Sandoval,hphillips@example.net,2025-02-07,PREMIUM
CUST_0321,Ryan Lee,mccoymichael@example.net,2025-02-14,REGULAR
CUST_0322,Maria Rodriguez DDS,zturner@example.com,2026-04-28,REGULAR
CUST_0323,Christy Tucker,rmcintyre@example.net,2026-02-19,VIP
CUST_0324,Sarah Chan,sanchezdustin@example.com,2024-11-08,PREMIUM
CUST_0325,Jamie Wilson,zcruz@example.net,2025-07-02,VIP
CUST_0326,Pamela Pruitt,joshuaward@example.net,2026-03-17,VIP
CUST_0327,Melissa Cruz,williamsdavid@example.net,2025-09-14,REGULAR
CUST_0328,Nicholas Jackson,christina07@example.org,2024-08-12,REGULAR
CUST_0329,Amber Davis,whitney78@example.org,2026-04-23,VIP
CUST_0330,Sheila Glass,brandirobertson@example.net,2026-04-24,REGULAR
CUST_0331,Paula Stewart,nortonphillip@example.org,2025-12-11,REGULAR
CUST_0332,Megan Mills,wileyjeremy@example.com,2026-03-19,REGULAR
CUST_0333,Steven Crosby,mary81@example.net,2025-03-25,VIP
CUST_0334,Jose Wilkerson,thorntonkaren@example.net,2025-03-13,REGULAR
CUST_0335,Craig Keller,anna55@example.org,2024-12-27,VIP
CUST_0336,Dr. Amber Rodriguez,kathleen08@example.net,2024-07-31,REGULAR
CUST_0337,Paul Perry,hwolfe@example.org,2024-11-06,PREMIUM
CUST_0338,Donald Rodriguez,khill@example.org,2026-01-13,REGULAR
CUST_0339,John Garcia,qcarter@example.com,2024-07-18,VIP
CUST_0340,Stephanie Oliver,margaret52@example.org,2026-05-06,REGULAR
CUST_0341,Brett Delacruz,carla85@example.org,2025-02-07,VIP
CUST_0342,Melissa Perez,alicearroyo@example.com,2025-12-09,VIP
CUST_0343,Sharon West DDS,tedwards@example.com,2025-08-30,REGULAR
CUST_0344,Shannon Aguilar,jonathan93@example.org,2025-11-02,VIP
CUST_0345,Steven Hamilton,wholloway@example.com,2024-11-22,REGULAR
CUST_0346,Sara Kelly,osmith@example.net,2026-06-28,PREMIUM
CUST_0347,Alison King,darlenelopez@example.org,2025-06-09,VIP
CUST_0348,Dawn Medina,thomas72@example.net,2024-07-24,VIP
CUST_0349,David Moore,sandracampos@example.net,2025-05-01,VIP
CUST_0350,Daniel Bowers,sstephens@example.net,2026-06-25,VIP
CUST_0351,Suzanne Stewart,stephen15@example.org,2025-05-13,PREMIUM
CUST_0352,Mrs. Laurie Stuart DDS,jacksonjeffrey@example.com,2024-11-30,PREMIUM
CUST_0353,Stephanie Johnson,sharonboyd@example.org,2024-10-26,REGULAR
CUST_0354,Joshua Brown,davisbarbara@example.com,2025-07-11,VIP
CUST_0355,Robert Berger,samanthajones@example.org,2024-09-13,VIP
CUST_0356,Tanya Thompson,ryanjohnson@example.org,2025-10-21,PREMIUM
CUST_0357,Tanya Johnson,iroberson@example.net,2024-08-25,REGULAR
CUST_0358,Angela Lewis,traviswolf@example.org,2026-04-23,PREMIUM
CUST_0359,Alison Jones,dvazquez@example.net,2025-04-04,PREMIUM
CUST_0360,Kelly Cortez,nortonkaren@example.com,2026-03-13,REGULAR
CUST_0361,Erin Reed,nmolina@example.org,2025-07-04,VIP
CUST_0362,Keith Lopez,afuentes@example.com,2026-05-27,VIP
CUST_0363,Cynthia Arnold,chadhall@example.com,2025-06-06,PREMIUM
CUST_0364,Thomas Buckley,blakehorton@example.org,2026-04-16,PREMIUM
CUST_0365,Stephen Simpson,lauren45@example.org,2024-11-09,PREMIUM
CUST_0366,Andrea Ramos,jennifer27@example.com,2025-12-10,REGULAR
CUST_0367,Philip Fox,montgomerydavid@example.net,2025-04-07,REGULAR
CUST_0368,Jesse Estes,trevor86@example.net,2025-06-30,PREMIUM
CUST_0369,Kevin Mitchell,dhart@example.org,2024-08-24,VIP
CUST_0370,Laura Shields,olsonmaria@example.com,2024-10-02,VIP
CUST_0371,Ryan Elliott,weeksbrian@example.org,2025-09-01,REGULAR
CUST_0372,Casey Allen,apeterson@example.org,2025-09-29,REGULAR
CUST_0373,Lisa Mata,vwalker@example.org,2025-07-16,VIP
CUST_0374,Jeanne Gonzalez,heathermathews@example.org,2024-11-29,REGULAR
CUST_0375,Ashley Bowman,cristianramirez@example.com,2025-12-04,VIP
CUST_0376,Justin Lewis,jdavis@example.org,2024-10-26,PREMIUM
CUST_0377,Sarah Francis,allison87@example.org,2024-11-07,REGULAR
CUST_0378,Andrea Wright,lisa42@example.com,2025-08-23,PREMIUM
CUST_0379,Heidi Smith,zunigakelsey@example.com,2026-05-29,REGULAR
CUST_0380,Regina Ball,christopherwilliams@example.org,2024-10-27,REGULAR
CUST_0381,John Rogers,aliciareyes@example.net,2025-04-24,PREMIUM
